Scenario;UserName;ModelName;Studyname;Attribute;Commodity;Process;Period;Region;Vintage;Timeslice;Pv
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2024";"REG1";"2024";"-";"4647,18845615546"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"IMP-LOIL";"2024";"REG1";"2024";"-";"885,43421614065"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"IMP-GAS";"2024";"REG1";"2024";"-";"980,455038848293"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2024";"REG1";"2024";"-";"-1240,57578782183"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2023";"REG1";"2023";"-";"4452,76836040126"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"IMP-LOIL";"2023";"REG1";"2023";"-";"194,742602915975"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"IMP-GAS";"2023";"REG1";"2023";"-";"58,4083994967539"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2023";"REG1";"2023";"-";"-1106,68895184757"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2022";"REG1";"2022";"-";"4086,14883256192"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"IMP-LOIL";"2022";"REG1";"2022";"-";"119,06432153977"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2022";"REG1";"2022";"-";"-1802,01724898441"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"EXP-GAS";"2022";"REG1";"2022";"-";"-53,046973549862"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2021";"REG1";"2021";"-";"3735,13117639507"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"IMP-LOIL";"2021";"REG1";"2021";"-";"48,790638806799"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2021";"REG1";"2021";"-";"-2438,9608905797"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"EXP-GAS";"2021";"REG1";"2021";"-";"-158,051301615336"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2020";"REG1";"2020";"-";"3399,7153919007"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"EXP-LOIL";"2020";"REG1";"2020";"-";"-15,3128378962305"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2020";"REG1";"2020";"-";"-3017,51987663343"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"EXP-GAS";"2020";"REG1";"2020";"-";"-259,377622603819"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"MOIL";"IMP-MOIL";"2019";"REG1";"2019";"-";"2934,00898437863"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"LOIL";"EXP-LOIL";"2019";"REG1";"2019";"-";"-100,533661335913"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"HOIL";"EXP-HOIL";"2019";"REG1";"2019";"-";"-3654,03335638014"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"Cost_Flo";"GAS";"EXP-GAS";"2019";"REG1";"2019";"-";"-323,046913998786"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2040";"REG1";"-";"ANNUAL";"13,8678441611937"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2040";"REG1";"-";"ANNUAL";"15,0734873348975"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2040";"REG1";"-";"ANNUAL";"11,456557813786"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2040";"REG1";"-";"ANNUAL";"5,75408976150645"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2039";"REG1";"-";"ANNUAL";"13,6614087683592"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2039";"REG1";"-";"ANNUAL";"14,8491048538719"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2039";"REG1";"-";"ANNUAL";"11,2860165973338"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2039";"REG1";"-";"ANNUAL";"5,74569796987368"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2038";"REG1";"-";"ANNUAL";"13,4549733755248"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2038";"REG1";"-";"ANNUAL";"14,6247223728463"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2038";"REG1";"-";"ANNUAL";"11,1154753808816"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2038";"REG1";"-";"ANNUAL";"5,73730617824091"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2037";"REG1";"-";"ANNUAL";"13,2485379826903"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2037";"REG1";"-";"ANNUAL";"14,4003398918208"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2037";"REG1";"-";"ANNUAL";"10,9449341644293"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2037";"REG1";"-";"ANNUAL";"5,72891438660814"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2036";"REG1";"-";"ANNUAL";"13,0421025898559"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2036";"REG1";"-";"ANNUAL";"14,1759574107952"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2036";"REG1";"-";"ANNUAL";"10,7743929479771"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2036";"REG1";"-";"ANNUAL";"5,72052259497537"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2035";"REG1";"-";"ANNUAL";"12,8356671970214"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2035";"REG1";"-";"ANNUAL";"13,9515749297696"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2035";"REG1";"-";"ANNUAL";"10,6038517315249"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2035";"REG1";"-";"ANNUAL";"5,7121308033426"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2034";"REG1";"-";"ANNUAL";"12,5763227166797"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2034";"REG1";"-";"ANNUAL";"13,6696835489344"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2034";"REG1";"-";"ANNUAL";"10,3896010521702"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2034";"REG1";"-";"ANNUAL";"5,70007346215671"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2033";"REG1";"-";"ANNUAL";"12,3169782363381"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2033";"REG1";"-";"ANNUAL";"13,3877921680993"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2033";"REG1";"-";"ANNUAL";"10,1753503728156"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2033";"REG1";"-";"ANNUAL";"5,68801612097082"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2032";"REG1";"-";"ANNUAL";"12,0576337559964"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2032";"REG1";"-";"ANNUAL";"13,1059007872641"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2032";"REG1";"-";"ANNUAL";"9,96109969346089"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2032";"REG1";"-";"ANNUAL";"5,67595877978493"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2031";"REG1";"-";"ANNUAL";"11,7982892756548"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2031";"REG1";"-";"ANNUAL";"12,824009406429"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2031";"REG1";"-";"ANNUAL";"9,28271334676783"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2031";"REG1";"-";"ANNUAL";"5,66390143859904"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2030";"REG1";"-";"ANNUAL";"11,5389447953131"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2030";"REG1";"-";"ANNUAL";"12,5421180255938"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2030";"REG1";"-";"ANNUAL";"9,07866508071576"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2030";"REG1";"-";"ANNUAL";"5,65184409741315"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2029";"REG1";"-";"ANNUAL";"11,3195857971701"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2029";"REG1";"-";"ANNUAL";"12,30368838636"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2029";"REG1";"-";"ANNUAL";"8,90607677980021"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2029";"REG1";"-";"ANNUAL";"5,5562394553029"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2028";"REG1";"-";"ANNUAL";"11,1002267990271"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2028";"REG1";"-";"ANNUAL";"12,0652587471262"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2028";"REG1";"-";"ANNUAL";"8,73348847888466"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2028";"REG1";"-";"ANNUAL";"5,46063481319265"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2027";"REG1";"-";"ANNUAL";"10,8808678008842"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2027";"REG1";"-";"ANNUAL";"11,8268291078924"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2027";"REG1";"-";"ANNUAL";"8,56090017796911"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2027";"REG1";"-";"ANNUAL";"5,3650301710824"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2026";"REG1";"-";"ANNUAL";"10,6615088027412"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2026";"REG1";"-";"ANNUAL";"11,5883994686586"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2026";"REG1";"-";"ANNUAL";"8,38831187705356"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2026";"REG1";"-";"ANNUAL";"5,26942552897215"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2025";"REG1";"-";"ANNUAL";"10,4421498045982"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2025";"REG1";"-";"ANNUAL";"11,3499698294248"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2025";"REG1";"-";"ANNUAL";"8,21572357613801"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2025";"REG1";"-";"ANNUAL";"5,1738208868619"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2024";"REG1";"-";"ANNUAL";"10,0726782348326"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2024";"REG1";"-";"ANNUAL";"10,9483771259928"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2024";"REG1";"-";"ANNUAL";"7,92502900239232"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2024";"REG1";"-";"ANNUAL";"5,08663749453678"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2023";"REG1";"-";"ANNUAL";"9,70320666506692"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2023";"REG1";"-";"ANNUAL";"10,5467844225609"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2023";"REG1";"-";"ANNUAL";"7,63433442864664"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2023";"REG1";"-";"ANNUAL";"4,99945410221166"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2022";"REG1";"-";"ANNUAL";"9,33373509530128"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2022";"REG1";"-";"ANNUAL";"10,1451917191289"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2022";"REG1";"-";"ANNUAL";"7,34363985490095"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2022";"REG1";"-";"ANNUAL";"4,6783530570348"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2021";"REG1";"-";"ANNUAL";"8,96426352553564"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2021";"REG1";"-";"ANNUAL";"9,74359901569694"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2021";"REG1";"-";"ANNUAL";"7,05294528115526"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2021";"REG1";"-";"ANNUAL";"4,5953212548204"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2020";"REG1";"-";"ANNUAL";"8,59479195577"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2020";"REG1";"-";"ANNUAL";"8,89714886882379"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2020";"REG1";"-";"ANNUAL";"6,76225070740958"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2020";"REG1";"-";"ANNUAL";"4,512289452606"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"MOIL";"-";"2019";"REG1";"-";"ANNUAL";"9,10013071574309"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"LOIL";"-";"2019";"REG1";"-";"ANNUAL";"9,4202649837693"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"HOIL";"-";"2019";"REG1";"-";"ANNUAL";"7,15984350601308"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"EQ_CombalM";"GAS";"-";"2019";"REG1";"-";"ANNUAL";"4,769127007632"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2040";"REG1";"2040";"ANNUAL";"572,117751775801"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2040";"REG1";"2040";"ANNUAL";"110,078919273285"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2040";"REG1";"2040";"ANNUAL";"239,956935989568"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2040";"REG1";"2040";"ANNUAL";"371,415767604904"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2039";"REG1";"2039";"ANNUAL";"572,117751775801"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2039";"REG1";"2039";"ANNUAL";"110,078018848406"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2039";"REG1";"2039";"ANNUAL";"239,956935989568"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2039";"REG1";"2039";"ANNUAL";"362,541912145062"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2038";"REG1";"2038";"ANNUAL";"572,117751775801"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2038";"REG1";"2038";"ANNUAL";"110,077088635966"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2038";"REG1";"2038";"ANNUAL";"239,956935989568"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2038";"REG1";"2038";"ANNUAL";"353,740144415141"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2037";"REG1";"2037";"ANNUAL";"572,117751775801"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2037";"REG1";"2037";"ANNUAL";"110,076128635966"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2037";"REG1";"2037";"ANNUAL";"239,956935989568"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2037";"REG1";"2037";"ANNUAL";"345,010464415141"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2036";"REG1";"2036";"ANNUAL";"565,387093261894"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2036";"REG1";"2036";"ANNUAL";"101,569140651534"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2036";"REG1";"2036";"ANNUAL";"211,141180281138"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2036";"REG1";"2036";"ANNUAL";"336,325508072989"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"COL-MOIL-CAM6";"2036";"REG1";"2036";"ANNUAL";"6,73065851390715"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"COL-LOIL-CAM2";"2036";"REG1";"2036";"ANNUAL";"8,50599819687215"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"COL-HOIL-CAM3";"2036";"REG1";"2036";"ANNUAL";"28,8157557084303"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"COL-GAS-CAM6";"2036";"REG1";"2036";"ANNUAL";"0,0273640720727883"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2035";"REG1";"2035";"ANNUAL";"563,613602584027"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2035";"REG1";"2035";"ANNUAL";"100,759072672672"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2035";"REG1";"2035";"ANNUAL";"88,5928058399604"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2035";"REG1";"2035";"ANNUAL";"327,664005123145"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"COL-MOIL-CAM6";"2035";"REG1";"2035";"ANNUAL";"8,50414919177415"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"COL-LOIL-CAM2";"2035";"REG1";"2035";"ANNUAL";"9,31504660061339"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"COL-HOIL-CAM3";"2035";"REG1";"2035";"ANNUAL";"151,364130149608"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"COL-GAS-CAM6";"2035";"REG1";"2035";"ANNUAL";"0,103362481759268"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2034";"REG1";"2034";"ANNUAL";"563,955322447404"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2034";"REG1";"2034";"ANNUAL";"100,758059006379"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2034";"REG1";"2034";"ANNUAL";"66,373876966676"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2034";"REG1";"2034";"ANNUAL";"320,893819372533"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"COL-MOIL-CAM6";"2034";"REG1";"2034";"ANNUAL";"8,16242932839701"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"COL-LOIL-CAM2";"2034";"REG1";"2034";"ANNUAL";"9,31504660061339"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"COL-HOIL-CAM3";"2034";"REG1";"2034";"ANNUAL";"173,583059022892"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"COL-GAS-CAM6";"2034";"REG1";"2034";"ANNUAL";"0,0887189505024937"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"IMP-MOIL";"2033";"REG1";"2033";"ANNUAL";"564,297042310781"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"IMP-LOIL";"2033";"REG1";"2033";"ANNUAL";"100,757022173233"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"HOIL";"IMP-HOIL";"2033";"REG1";"2033";"ANNUAL";"44,1549480933916"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"GAS";"IMP-GAS";"2033";"REG1";"2033";"ANNUAL";"310,126011134456"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"MOIL";"COL-MOIL-CAM6";"2033";"REG1";"2033";"ANNUAL";"7,82070946501988"
"ibau_elc";"julian";"TIMES-UIS-v1-Nov";"pilot_runs";"VAR_FOut";"LOIL";"COL-LOIL-CAM2";"2033";"REG1";"2033";"ANNUAL";"9,31504660061339"
